TIMESTAMP,chamberID,easting,northing,flux,Tair,ndvi
19/03/2014 13:00,1,494288.5495,380945.7987,1.229039813,1.6302,0
19/03/2014 13:30,2,494289.5765,380938.374,2.743495334,0.6032,7.4247
19/03/2014 13:30,3,494290.1797,380935.8331,2.019217079,0,9.9656
19/03/2014 13:30,4,494286.1195,380942.7604,2.584243464,4.0602,3.0383
19/03/2014 13:30,5,494286.6001,380940.6844,4.937631745,3.5796,5.1143
19/03/2014 13:30,6,494287.5739,380936.9968,4.877161539,2.6058,8.8019
19/03/2014 10:30,7,494265.2781,380933.0935,3.195320445,24.9016,12.7052
19/03/2014 10:30,8,494263.9849,380930.722,3.791856788,26.1948,15.0767
19/03/2014 10:30,9,494265.9472,380924.0849,7.476945093,24.2325,21.7138
19/03/2014 10:30,10,494268.1779,380919.701,5.553468526,22.0018,26.0977
19/03/2014 10:30,11,494264.2127,380910.0409,8.609425674,25.967,35.7578
19/03/2014 13:30,12,494249.5407,380916.5101,6.168952586,40.639,29.2886
19/03/2014 13:30,13,494250.8516,380911.8064,7.122484693,39.3281,33.9923
19/03/2014 13:30,14,494250.9198,380910.3755,9.057196264,39.2599,35.4232
19/03/2014 13:30,15,494251.1928,380905.9696,8.20620154,38.9869,39.8291
19/03/2014 13:30,16,494251.004,380903.5621,11.3899162,39.1757,42.2366
